entry_month,PERMNO,weight
2023-05-01,77661,3.762356319193284e-18
2023-05-01,77702,0.027908600886114996
2023-05-01,79637,7.035637888608085e-18
2023-05-01,79686,4.518006929036128e-18
2023-05-01,79785,0.018865260692145034
2023-05-01,80320,3.68219580012915e-18
2023-05-01,82276,0.09999999999999999
2023-05-01,86580,3.261385503354981e-19
2023-05-01,86783,2.8507132902078885e-18
2023-05-01,87356,0.09999999999999999
2023-05-01,88661,0.0
2023-05-01,88860,5.104404454116568e-19
2023-05-01,89031,2.4897520288588453e-18
2023-05-01,89244,1.7154769957209275e-18
2023-05-01,89525,0.1
2023-05-01,89533,0.0
2023-05-01,89617,0.09999999999999999
2023-05-01,89731,1.9370508145649695e-18
2023-05-01,90455,1.4890399807061298e-18
2023-05-01,90505,3.0908634037960587e-18
2023-05-01,90720,0.0
2023-05-01,91068,3.549491182514035e-18
2023-05-01,91152,9.619210022347659e-18
2023-05-01,91907,0.0
2023-05-01,92322,0.06323272169505802
2023-05-01,93002,4.640743178076907e-18
2023-06-01,10104,0.1
2023-06-01,10107,0.09999999999999999
2023-06-01,11403,3.1997641026640603e-18
2023-06-01,11533,0.0
2023-06-01,12060,0.1
2023-06-01,13407,0.0
2023-06-01,13447,0.0
2023-06-01,13511,0.01772305485011734
2023-06-01,13586,0.0618206618129394
2023-06-01,13628,3.9490747216326235e-19
2023-06-01,14542,0.0
2023-06-01,14702,0.0
2023-06-01,16309,9.386363762826458e-19
2023-06-01,16431,0.1
2023-06-01,16655,7.89041354929228e-18
2023-06-01,18576,0.0
2023-06-01,18726,0.0
2023-06-01,18911,0.0
2023-06-01,19788,0.0
2023-06-01,20892,8.61968098699342e-18
2023-06-01,20894,0.0
2023-06-01,48486,0.0
2023-06-01,52708,5.850608794626711e-18
2023-06-01,54148,1.5212391630851183e-18
2023-06-01,61241,0.0
2023-06-01,62498,0.08639289033465583
2023-06-01,77357,1.5144195698587453e-18
2023-06-01,77661,1.1880555885147292e-17
2023-06-01,79094,0.017353555308344565
2023-06-01,79145,0.0
2023-06-01,80320,0.05628316601807249
2023-06-01,82307,0.1
2023-06-01,84761,0.1
2023-06-01,84788,4.2396316045480225e-18
2023-06-01,86580,1.234722436618455e-18
2023-06-01,87356,0.09999999999999999
2023-06-01,88860,0.0
2023-06-01,89244,0.0
2023-06-01,89393,2.6859814476476204e-18
2023-06-01,89731,0.0
2023-06-01,90215,6.447755350591982e-18
2023-06-01,90319,4.187610675369519e-18
2023-06-01,90455,0.0
2023-06-01,90720,4.801388780296063e-18
2023-06-01,91068,0.021850953372039225
2023-06-01,91152,0.03857571830383111
2023-06-01,91907,2.596235037416237e-18
2023-06-01,93002,7.853240372258614e-18
2023-06-01,93132,3.420961361133861e-18
2023-07-01,10104,0.1
2023-07-01,11403,0.0
2023-07-01,12060,0.09999999999999999
2023-07-01,13407,0.0
2023-07-01,13447,0.0
2023-07-01,13511,0.03152350469782697
2023-07-01,13586,0.06327669830464977
2023-07-01,13760,4.951800362020476e-19
2023-07-01,14593,0.1
2023-07-01,14617,0.0
2023-07-01,14702,0.0
2023-07-01,16309,9.840399003448572e-19
2023-07-01,16655,7.205002399319429e-18
2023-07-01,18576,0.0
2023-07-01,19788,0.0
2023-07-01,20189,0.0
2023-07-01,20190,0.0
2023-07-01,20892,3.586611883820024e-18
2023-07-01,20894,2.406404536097526e-18
2023-07-01,21413,0.0
2023-07-01,48486,0.0
2023-07-01,54148,0.0
2023-07-01,60628,0.1
2023-07-01,61241,0.0
2023-07-01,62498,0.1
2023-07-01,75154,0.0
2023-07-01,75510,0.0
2023-07-01,79094,0.01415117613587856
2023-07-01,79145,0.0
2023-07-01,80320,0.1
2023-07-01,84788,0.0
2023-07-01,85059,0.1
2023-07-01,86580,0.0
2023-07-01,87356,0.1
2023-07-01,88182,0.0
2023-07-01,88860,2.296886040302663e-18
2023-07-01,89244,0.0
2023-07-01,89393,4.267929417447189e-18
2023-07-01,89731,1.9221696952488236e-17
2023-07-01,90215,0.0
2023-07-01,90455,3.370442705981314e-19
2023-07-01,90720,0.0
2023-07-01,91068,0.0822109712094746
2023-07-01,91103,0.0
2023-07-01,91907,0.0
2023-07-01,91926,0.0
2023-07-01,93002,0.008837649652170085
2023-07-01,93132,0.0
2023-07-01,93246,0.0
2023-07-01,93436,2.034192426390377e-18
2023-08-01,10104,0.1
