entry_month,formation_month,PERMNO,Ticker,formation_ret,decile
2021-10-01,2021-09-01,81055,COF,0.2854972554184326,10.0
2021-10-01,2021-09-01,88352,ISRG,0.3453733142200433,10.0
2021-10-01,2021-09-01,42200,PKI,0.3520864660064722,10.0
2021-10-01,2021-09-01,91068,CMG,0.27920589398275236,10.0
2021-10-01,2021-09-01,92402,MSCI,0.4557883468316648,10.0
2021-10-01,2021-09-01,61241,AMD,0.31082687426270234,10.0
2021-10-01,2021-09-01,17700,CDAY,0.3364178378310432,10.0
2021-10-01,2021-09-01,81736,RMD,0.3631638975191972,10.0
2021-10-01,2021-09-01,79452,CPT,0.35751554216062825,10.0
2021-10-01,2021-09-01,90601,NDAQ,0.31674632385620005,10.0
2021-10-01,2021-09-01,90664,DXCM,0.5216334624547894,10.0
2021-10-01,2021-09-01,14542,GOOG,0.28844004692951725,10.0
2021-10-01,2021-09-01,90455,MPWR,0.3760968537642768,10.0
2021-10-01,2021-09-01,14579,PAYC,0.3396466525131353,10.0
2021-10-01,2021-09-01,14617,ARES,0.33622875092104665,10.0
2021-10-01,2021-09-01,78975,INTU,0.41206422755287003,10.0
2021-10-01,2021-09-01,90319,GOOGL,0.2962397321907284,10.0
2021-10-01,2021-09-01,90305,EXR,0.28397877997788074,10.0
2021-10-01,2021-09-01,79698,IT,0.6646404396647554,10.0
2021-10-01,2021-09-01,90248,DPZ,0.30195437457082397,10.0
2021-10-01,2021-09-01,12622,HCA,0.29410217013942963,10.0
2021-10-01,2021-09-01,12591,APO,0.3332295456275456,10.0
2021-10-01,2021-09-01,90215,CRM,0.28012349096974454,10.0
2021-10-01,2021-09-01,80191,ALB,0.5046819211964351,10.0
2021-10-01,2021-09-01,18726,CRWD,0.3466664881050063,10.0
2021-10-01,2021-09-01,13928,COP,0.29956608779654054,10.0
2021-10-01,2021-09-01,12476,TRGP,0.5616174073508162,10.0
2021-10-01,2021-09-01,92108,BX,0.5850134694809488,10.0
2021-10-01,2021-09-01,92203,LULU,0.3194854527597924,10.0
2021-10-01,2021-09-01,62498,WST,0.5081276936739789,10.0
2021-10-01,2021-09-01,52476,EFX,0.40336683499599996,10.0
2021-10-01,2021-09-01,83597,FDS,0.2852256135778507,10.0
2021-10-01,2021-09-01,13641,FANG,0.30205940040363816,10.0
2021-10-01,2021-09-01,13210,EPAM,0.43810101893482306,10.0
2021-10-01,2021-09-01,87657,EW,0.35353742409647304,10.0
2021-10-01,2021-09-01,87137,DVN,0.6727374220275881,10.0
2021-10-01,2021-09-01,85792,PWR,0.2960866992371861,10.0
2021-10-01,2021-09-01,20583,CHK,0.4385302999831535,10.0
2021-10-01,2021-09-01,88281,CRL,0.42383543114510597,10.0
2021-10-01,2021-09-01,86580,NVDA,0.5525995220367017,10.0
2021-10-01,2021-09-01,80183,MAA,0.3172127391946066,10.0
2021-10-01,2021-09-01,87055,COST,0.27989334278395955,10.0
2021-10-01,2021-09-01,20189,DASH,0.5708078482593826,10.0
2021-10-01,2021-09-01,49680,DHR,0.35457379602273237,10.0
2021-10-01,2021-09-01,76614,REGN,0.2790697623179719,10.0
2021-10-01,2021-09-01,18911,DDOG,0.6960650846019136,10.0
2021-10-01,2021-09-01,93132,FTNT,0.5835596094358,10.0
2021-11-01,2021-10-01,89393,NFLX,0.34440019565739327,10.0
2021-11-01,2021-10-01,20894,APP,0.6936725295945785,10.0
2021-11-01,2021-10-01,79452,CPT,0.36967432008096274,10.0
2021-11-01,2021-10-01,62092,TMO,0.3476667009449242,10.0
2021-11-01,2021-10-01,25785,F,0.48007063021124924,10.0
2021-11-01,2021-10-01,92402,MSCI,0.3733099123622316,10.0
2021-11-01,2021-10-01,13447,NOW,0.377964384052192,10.0
2021-11-01,2021-10-01,20583,CHK,0.41752711822129135,10.0
2021-11-01,2021-10-01,13928,COP,0.4886889394094781,10.0
2021-11-01,2021-10-01,18911,DDOG,0.9476506485438236,10.0
2021-11-01,2021-10-01,18726,CRWD,0.3514946270258926,10.0
2021-11-01,2021-10-01,77037,ODFL,0.3259431421437921,10.0
2021-11-01,2021-10-01,22779,MSI,0.32851986990707205,10.0
2021-11-01,2021-10-01,14617,ARES,0.6361847388685733,10.0
2021-11-01,2021-10-01,13511,PANW,0.44058935675935357,10.0
2021-11-01,2021-10-01,79698,IT,0.6944560020907631,10.0
2021-11-01,2021-10-01,50876,LLY,0.40447645514454156,10.0
2021-11-01,2021-10-01,90664,DXCM,0.6141152713487739,10.0
2021-11-01,2021-10-01,18224,AMR,4.110837783399584,10.0
2021-11-01,2021-10-01,61241,AMD,0.47304492266712467,10.0
2021-11-01,2021-10-01,93246,GNRC,0.5390005580735986,10.0
2021-11-01,2021-10-01,20189,DASH,0.3606209746499717,10.0
2021-11-01,2021-10-01,93436,TSLA,0.5702517469101334,10.0
2021-11-01,2021-10-01,13641,FANG,0.3256214721088826,10.0
2021-11-01,2021-10-01,76614,REGN,0.3296053189260309,10.0
2021-11-01,2021-10-01,92203,LULU,0.38995267791612165,10.0
2021-11-01,2021-10-01,11990,KKR,0.4148309812011509,10.0
2021-11-01,2021-10-01,17700,CDAY,0.32567674590939116,10.0
2021-11-01,2021-10-01,18312,MRNA,0.9304915380105157,10.0
2021-11-01,2021-10-01,14579,PAYC,0.4251703090901111,10.0
2021-11-01,2021-10-01,12476,TRGP,0.5861674562302246,10.0
2021-11-01,2021-10-01,86580,NVDA,0.7040851739851484,10.0
2021-11-01,2021-10-01,77357,SNPS,0.34857995606060743,10.0
2021-11-01,2021-10-01,90305,EXR,0.3447871103011704,10.0
2021-11-01,2021-10-01,76082,CTRA,0.32668044492488246,10.0
2021-11-01,2021-10-01,42200,PKI,0.3657401359783409,10.0
2021-11-01,2021-10-01,78975,INTU,0.5225066743877651,10.0
2021-11-01,2021-10-01,87137,DVN,0.7644593034849256,10.0
2021-11-01,2021-10-01,83597,FDS,0.3263491150872556,10.0
2021-11-01,2021-10-01,81736,RMD,0.40362187281411027,10.0
2021-11-01,2021-10-01,91611,FSLR,0.562655063570044,10.0
2021-11-01,2021-10-01,12591,APO,0.4142260972387004,10.0
2021-11-01,2021-10-01,86356,EBAY,0.382457016549237,10.0
2021-11-01,2021-10-01,80191,ALB,0.4953647745752308,10.0
2021-11-01,2021-10-01,34817,NUE,0.3686215163833699,10.0
2021-11-01,2021-10-01,90455,MPWR,0.45815041362865117,10.0
2021-11-01,2021-10-01,88281,CRL,0.3496168741279898,10.0
2021-11-01,2021-10-01,13210,EPAM,0.4707595278151194,10.0
2021-11-01,2021-10-01,92108,BX,0.5861364489758782,10.0
2021-11-01,2021-10-01,93132,FTNT,0.6468695052006876,10.0
2021-12-01,2021-11-01,61241,AMD,0.9776458195841162,10.0
2021-12-01,2021-11-01,14579,PAYC,0.32730535004025724,10.0
2021-12-01,2021-11-01,14593,AAPL,0.3304664780262404,10.0
2021-12-01,2021-11-01,86580,NVDA,1.0123358655953627,10.0
2021-12-01,2021-11-01,75510,ADBE,0.3275385400717322,10.0
2021-12-01,2021-11-01,77178,QCOM,0.35513729480006506,10.0
2021-12-01,2021-11-01,77037,ODFL,0.34067278166603077,10.0
2021-12-01,2021-11-01,10107,MSFT,0.3290322869032871,10.0
2021-12-01,2021-11-01,62092,TMO,0.3492499712206004,10.0
2021-12-01,2021-11-01,11403,CDNS,0.39743407140095544,10.0
2021-12-01,2021-11-01,92108,BX,0.5477460936196488,10.0
2021-12-01,2021-11-01,92203,LULU,0.4062752008813471,10.0
2021-12-01,2021-11-01,90455,MPWR,0.6175858712058411,10.0
2021-12-01,2021-11-01,12093,COR,0.4369509571457643,10.0
2021-12-01,2021-11-01,25785,F,0.3274684208985628,10.0
2021-12-01,2021-11-01,12476,TRGP,0.33722222003332114,10.0
2021-12-01,2021-11-01,87055,COST,0.4308623549722093,10.0
2021-12-01,2021-11-01,80191,ALB,0.6013885058519952,10.0
2021-12-01,2021-11-01,13641,FANG,0.34648282441771955,10.0
2021-12-01,2021-11-01,13511,PANW,0.505684199408015,10.0
2021-12-01,2021-11-01,78975,INTU,0.4891936814531416,10.0
2021-12-01,2021-11-01,80183,MAA,0.3045129308878898,10.0
2021-12-01,2021-11-01,91611,FSLR,0.36118733910227735,10.0
2021-12-01,2021-11-01,83597,FDS,0.4068689298713569,10.0
2021-12-01,2021-11-01,21936,PFE,0.41239119318457,10.0
2021-12-01,2021-11-01,93132,FTNT,0.5196761583691678,10.0
2021-12-01,2021-11-01,20892,COIN,0.33169712217266956,10.0
2021-12-01,2021-11-01,14714,ANET,0.4621943379571525,10.0
2021-12-01,2021-11-01,87137,DVN,0.6299318120519506,10.0
2021-12-01,2021-11-01,93089,VRSK,0.30512257663769926,10.0
2021-12-01,2021-11-01,18312,MRNA,0.9049268216691075,10.0
2021-12-01,2021-11-01,90305,EXR,0.3525192237526286,10.0
2021-12-01,2021-11-01,46886,KLAC,0.2953309594931704,10.0
2021-12-01,2021-11-01,79452,CPT,0.3331723443430731,10.0
2021-12-01,2021-11-01,85592,PLD,0.2919323820332822,10.0
2021-12-01,2021-11-01,14939,KEYS,0.36592124353130695,10.0
2021-12-01,2021-11-01,16309,TTD,0.7584241358890891,10.0
2021-12-01,2021-11-01,93436,TSLA,0.830969409676775,10.0
2021-12-01,2021-11-01,77357,SNPS,0.3407253231131313,10.0
2021-12-01,2021-11-01,90664,DXCM,0.5230236033173801,10.0
2021-12-01,2021-11-01,18911,DDOG,0.958154341187587,10.0
2021-12-01,2021-11-01,14617,ARES,0.4915198370200387,10.0
2021-12-01,2021-11-01,79698,IT,0.34683383974994625,10.0
2021-12-01,2021-11-01,18224,AMR,1.3459239497102216,10.0
2021-12-01,2021-11-01,81481,DLTR,0.37261644395234356,10.0
2021-12-01,2021-11-01,13447,NOW,0.36680181194241246,10.0
2021-12-01,2021-11-01,11990,KKR,0.34226657620754247,10.0
2021-12-01,2021-11-01,88182,ON,0.5342150339870997,10.0
2021-12-01,2021-11-01,92402,MSCI,0.3490238244616396,10.0
2021-12-01,2021-11-01,90720,BLDR,0.5590492010867227,10.0
2022-01-01,2021-12-01,84373,DGX,0.32285177643088714,10.0
2022-01-01,2021-12-01,81481,DLTR,0.4122624281798244,10.0
2022-01-01,2021-12-01,78975,INTU,0.31543672080287394,10.0
2022-01-01,2021-12-01,87137,DVN,0.5658973576443704,10.0
2022-01-01,2021-12-01,83597,FDS,0.4537982934203635,10.0
2022-01-01,2021-12-01,77357,SNPS,0.33616159271258145,10.0
2022-01-01,2021-12-01,89641,STX,0.3037418171008557,10.0
2022-01-01,2021-12-01,80191,ALB,0.3923767098377386,10.0
2022-01-01,2021-12-01,11403,CDNS,0.36200949746229616,10.0
2022-01-01,2021-12-01,90305,EXR,0.4017472871351092,10.0
2022-01-01,2021-12-01,14714,ANET,0.5870383884354324,10.0
2022-01-01,2021-12-01,14939,KEYS,0.3374123865297513,10.0
2022-01-01,2021-12-01,80183,MAA,0.3846677099969472,10.0
2022-01-01,2021-12-01,61241,AMD,0.5319913145127464,10.0
2022-01-01,2021-12-01,91041,LYV,0.36648214896366044,10.0
2022-01-01,2021-12-01,18224,AMR,1.3819762425553561,10.0
2022-01-01,2021-12-01,86964,FFIV,0.31099283185336796,10.0
2022-01-01,2021-12-01,88182,ON,0.77429419369067,10.0
2022-01-01,2021-12-01,14593,AAPL,0.30034935044990996,10.0
2022-01-01,2021-12-01,85592,PLD,0.4207453386092268,10.0
2022-01-01,2021-12-01,90829,CF,0.3906658475388343,10.0
2022-01-01,2021-12-01,13511,PANW,0.5004970797311201,10.0
2022-01-01,2021-12-01,89071,ACN,0.41433577958138745,10.0
2022-01-01,2021-12-01,93436,TSLA,0.554772080884071,10.0
2022-01-01,2021-12-01,21936,PFE,0.5351924529810979,10.0
2022-01-01,2021-12-01,93132,FTNT,0.5088800389522845,10.0
2022-01-01,2021-12-01,42200,PKI,0.30322907950685457,10.0
2022-01-01,2021-12-01,21776,EXC,0.3231623948007891,10.0
2022-01-01,2021-12-01,13210,EPAM,0.30822447722260576,10.0
2022-01-01,2021-12-01,93089,VRSK,0.31266233168430124,10.0
2022-01-01,2021-12-01,13788,ZTS,0.3126309124627129,10.0
2022-01-01,2021-12-01,46886,KLAC,0.3342706896563041,10.0
2022-01-01,2021-12-01,66181,HD,0.3134461612480922,10.0
2022-01-01,2021-12-01,93002,AVGO,0.4146074665990872,10.0
2022-01-01,2021-12-01,79698,IT,0.3803472070816609,10.0
2022-01-01,2021-12-01,79452,CPT,0.3606033639237284,10.0
2022-01-01,2021-12-01,18911,DDOG,0.7112789039207035,10.0
2022-01-01,2021-12-01,92108,BX,0.3506359843371507,10.0
2022-01-01,2021-12-01,76605,AZO,0.4048803318357599,10.0
2022-01-01,2021-12-01,90455,MPWR,0.3242562139593402,10.0
2022-01-01,2021-12-01,61399,LOW,0.34287002743737327,10.0
2022-01-01,2021-12-01,62092,TMO,0.3238106106191914,10.0
2022-01-01,2021-12-01,81061,MCK,0.30559889806921126,10.0
2022-01-01,2021-12-01,90720,BLDR,1.009143023946712,10.0
2022-01-01,2021-12-01,62498,WST,0.3072338610222275,10.0
2022-01-01,2021-12-01,25785,F,0.40485838958890275,10.0
2022-01-01,2021-12-01,77037,ODFL,0.4138305002860795,10.0
2022-01-01,2021-12-01,86580,NVDA,0.47081631422719283,10.0
2022-01-01,2021-12-01,63467,BRO,0.32693915337901464,10.0
2022-01-01,2021-12-01,87055,COST,0.4397621631760882,10.0
2022-02-01,2022-01-01,34746,FITB,0.24684786785581206,10.0
2022-02-01,2022-01-01,27828,HPQ,0.28944773014112235,10.0
2022-02-01,2022-01-01,38156,WMB,0.23423134240943969,10.0
2022-02-01,2022-01-01,93436,TSLA,0.36309558288535554,10.0
2022-02-01,2022-01-01,75186,SCHW,0.29661964862659584,10.0
2022-02-01,2022-01-01,14277,SLB,0.3671597431007621,10.0
2022-02-01,2022-01-01,35554,MTB,0.2854478783941212,10.0
2022-02-01,2022-01-01,12872,MPC,0.3242872216982355,10.0
2022-02-01,2022-01-01,20583,CHK,0.2782248228814768,10.0
2022-02-01,2022-01-01,86580,NVDA,0.25614184158086606,10.0
2022-02-01,2022-01-01,75825,EOG,0.584630566199172,10.0
2022-02-01,2022-01-01,90386,MOS,0.2850942267522777,10.0
2022-02-01,2022-01-01,77730,TSN,0.28656042754080907,10.0
2022-02-01,2022-01-01,76082,CTRA,0.4315189208264546,10.0
2022-02-01,2022-01-01,25785,F,0.4701223001736534,10.0
2022-02-01,2022-01-01,13688,PCG,0.4550629580126099,10.0
2022-02-01,2022-01-01,14714,ANET,0.3071841485923131,10.0
2022-02-01,2022-01-01,14541,CVX,0.3230107733375746,10.0
2022-02-01,2022-01-01,34833,OXY,0.44434905211182624,10.0
2022-02-01,2022-01-01,11850,XOM,0.35781456063104206,10.0
2022-02-01,2022-01-01,89641,STX,0.23688791063234296,10.0
2022-02-01,2022-01-01,13511,PANW,0.2965771349239011,10.0
2022-02-01,2022-01-01,12476,TRGP,0.414022042876207,10.0
2022-02-01,2022-01-01,69649,RJF,0.23400502807439602,10.0
2022-02-01,2022-01-01,23819,HAL,0.4926263347831635,10.0
2022-02-01,2022-01-01,89138,BG,0.28917655006466464,10.0
2022-02-01,2022-01-01,75034,BKR,0.3120133322669396,10.0
2022-02-01,2022-01-01,13641,FANG,0.6522766427037416,10.0
2022-02-01,2022-01-01,81061,MCK,0.2651190286096189,10.0
2022-02-01,2022-01-01,91041,LYV,0.38813682058975196,10.0
2022-02-01,2022-01-01,85592,PLD,0.2354058175344156,10.0
2022-02-01,2022-01-01,61399,LOW,0.24033886271007354,10.0
2022-02-01,2022-01-01,64995,KEY,0.29734697447030356,10.0
2022-02-01,2022-01-01,88182,ON,0.5104964865295545,10.0
2022-02-01,2022-01-01,17005,CVS,0.30765706545844057,10.0
2022-02-01,2022-01-01,18224,AMR,1.2687478275889075,10.0
2022-02-01,2022-01-01,90720,BLDR,0.5278648901614298,10.0
2022-02-01,2022-01-01,90829,CF,0.473418284458173,10.0
2022-02-01,2022-01-01,85269,VLO,0.27461336861818214,10.0
2022-02-01,2022-01-01,13928,COP,0.594983310256693,10.0
2022-02-01,2022-01-01,18911,DDOG,0.3198731586695193,10.0
2022-02-01,2022-01-01,66800,AIG,0.2340307640734525,10.0
2022-02-01,2022-01-01,81481,DLTR,0.3149615509745084,10.0
2022-02-01,2022-01-01,10516,ADM,0.2704604614735954,10.0
2022-02-01,2022-01-01,39490,APA,0.7824003984677443,10.0
2022-02-01,2022-01-01,21936,PFE,0.25103939621858556,10.0
2022-02-01,2022-01-01,14889,CFG,0.2400495045007121,10.0
2022-02-01,2022-01-01,87137,DVN,1.030728664296762,10.0
2022-02-01,2022-01-01,18267,DELL,0.22781414375094264,10.0
2022-02-01,2022-01-01,21776,EXC,0.2568836965875515,10.0
2022-03-01,2022-02-01,88182,ON,0.41140552083744036,10.0
2022-03-01,2022-02-01,64995,KEY,0.2539744199674519,10.0
2022-03-01,2022-02-01,75825,EOG,0.762720655794803,10.0
2022-03-01,2022-02-01,14541,CVX,0.5212618784527638,10.0
2022-03-01,2022-02-01,11850,XOM,0.4743305792821573,10.0
2022-03-01,2022-02-01,20583,CHK,0.39363149526244906,10.0
2022-03-01,2022-02-01,85269,VLO,0.2906312412225463,10.0
2022-03-01,2022-02-01,90808,EXPE,0.3571635820821371,10.0
2022-03-01,2022-02-01,90720,BLDR,0.3965098573216383,10.0
2022-03-01,2022-02-01,89138,BG,0.3956837273993962,10.0
2022-03-01,2022-02-01,34746,FITB,0.24813684561834165,10.0
2022-03-01,2022-02-01,13511,PANW,0.28893129089802094,10.0
2022-03-01,2022-02-01,38156,WMB,0.3082717740349732,10.0
2022-03-01,2022-02-01,13688,PCG,0.23991335395729016,10.0
2022-03-01,2022-02-01,81774,FCX,0.2971707383009943,10.0
2022-03-01,2022-02-01,34833,OXY,0.7034626228159233,10.0
2022-03-01,2022-02-01,18224,AMR,1.4234212536131592,10.0
2022-03-01,2022-02-01,21776,EXC,0.24487054098531255,10.0
2022-03-01,2022-02-01,13356,PSX,0.2121047728006599,10.0
2022-03-01,2022-02-01,85913,MAR,0.2589922057600507,10.0
2022-03-01,2022-02-01,14277,SLB,0.4100455576259223,10.0
2022-03-01,2022-02-01,35554,MTB,0.3204165380014829,10.0
2022-03-01,2022-02-01,81481,DLTR,0.569252234757067,10.0
2022-03-01,2022-02-01,25785,F,0.36148230042044266,10.0
2022-03-01,2022-02-01,90829,CF,0.8033821099800462,10.0
2022-03-01,2022-02-01,10516,ADM,0.32170820912950165,10.0
2022-03-01,2022-02-01,24766,NOC,0.2124103731376829,10.0
2022-03-01,2022-02-01,13721,ABBV,0.25114315679159727,10.0
2022-03-01,2022-02-01,13928,COP,0.7320633844468596,10.0
2022-03-01,2022-02-01,90386,MOS,0.6367563216976995,10.0
2022-03-01,2022-02-01,76082,CTRA,0.5252383751780634,10.0
2022-03-01,2022-02-01,87137,DVN,1.0911048654290787,10.0
2022-03-01,2022-02-01,13641,FANG,0.7981752397755766,10.0
2022-03-01,2022-02-01,14889,CFG,0.2159269311915539,10.0
2022-03-01,2022-02-01,17830,RTX,0.2253636989522447,10.0
2022-03-01,2022-02-01,12872,MPC,0.33537500011621135,10.0
2022-03-01,2022-02-01,24328,EQT,0.26929348174186235,10.0
2022-03-01,2022-02-01,12476,TRGP,0.5000889886921123,10.0
2022-03-01,2022-02-01,39490,APA,0.8406229424843461,10.0
2022-03-01,2022-02-01,23819,HAL,0.6813520572641454,10.0
2022-03-01,2022-02-01,17743,WRB,0.2184702441750082,10.0
2022-03-01,2022-02-01,21178,LMT,0.22364525738948357,10.0
2022-03-01,2022-02-01,14714,ANET,0.3284984693640484,10.0
2022-03-01,2022-02-01,89269,CNC,0.3118449389883779,10.0
2022-03-01,2022-02-01,91041,LYV,0.39354159116306775,10.0
2022-03-01,2022-02-01,16736,VST,0.21384522602127867,10.0
2022-03-01,2022-02-01,17005,CVS,0.21318050925775037,10.0
2022-03-01,2022-02-01,25232,OKE,0.28150525604090243,10.0
2022-03-01,2022-02-01,75034,BKR,0.30751323199244407,10.0
2022-03-01,2022-02-01,81061,MCK,0.3521475000510212,10.0
2022-04-01,2022-03-01,90829,CF,0.8626557943301902,10.0
2022-04-01,2022-03-01,14277,SLB,0.4042976525307479,10.0
2022-04-01,2022-03-01,38762,NI,0.3349283296573851,10.0
2022-04-01,2022-03-01,81061,MCK,0.5413697637327619,10.0
2022-04-01,2022-03-01,38156,WMB,0.32491670857348376,10.0
2022-04-01,2022-03-01,13928,COP,0.5005749107887052,10.0
2022-04-01,2022-03-01,13641,FANG,0.4608931143512339,10.0
2022-04-01,2022-03-01,39490,APA,0.9408020154268342,10.0
2022-04-01,2022-03-01,81481,DLTR,0.6731108542827176,10.0
2022-04-01,2022-03-01,13721,ABBV,0.5368278323255724,10.0
2022-04-01,2022-03-01,48725,UNP,0.4073420479365632,10.0
2022-04-01,2022-03-01,20583,CHK,0.4518056583489884,10.0
2022-04-01,2022-03-01,52695,GWW,0.3212975018623662,10.0
2022-04-01,2022-03-01,24328,EQT,0.6909861670520598,10.0
2022-04-01,2022-03-01,89179,ANTM,0.32500887641928916,10.0
2022-04-01,2022-03-01,11404,ED,0.33014337936238364,10.0
2022-04-01,2022-03-01,23819,HAL,0.7614899140563278,10.0
2022-04-01,2022-03-01,21207,NEM,0.4881427353941692,10.0
2022-04-01,2022-03-01,90386,MOS,0.8697590522159226,10.0
2022-04-01,2022-03-01,89138,BG,0.3772023679950941,10.0
2022-04-01,2022-03-01,85269,VLO,0.4745501101861758,10.0
2022-04-01,2022-03-01,88182,ON,0.3679259931453164,10.0
2022-04-01,2022-03-01,14714,ANET,0.6177390113122874,10.0
2022-04-01,2022-03-01,11850,XOM,0.439217058436592,10.0
2022-04-01,2022-03-01,84262,STLD,0.43846053348105485,10.0
2022-04-01,2022-03-01,76744,VRTX,0.43872380427152763,10.0
2022-04-01,2022-03-01,18224,AMR,1.6503316948216509,10.0
2022-04-01,2022-03-01,18592,CTVA,0.3736672691118433,10.0
2022-04-01,2022-03-01,21776,EXC,0.4127648632335041,10.0
2022-04-01,2022-03-01,12476,TRGP,0.545688268680496,10.0
2022-04-01,2022-03-01,86136,SRE,0.3499902789568853,10.0
2022-04-01,2022-03-01,16678,KR,0.43257305895806214,10.0
2022-04-01,2022-03-01,12872,MPC,0.40596764087778087,10.0
2022-04-01,2022-03-01,17743,WRB,0.3865355370471613,10.0
2022-04-01,2022-03-01,75825,EOG,0.5516211445877472,10.0
2022-04-01,2022-03-01,93436,TSLA,0.38959129829507105,10.0
2022-04-01,2022-03-01,86580,NVDA,0.3175314884376382,10.0
2022-04-01,2022-03-01,34833,OXY,0.9231626876735095,10.0
2022-04-01,2022-03-01,81774,FCX,0.5373236398772281,10.0
2022-04-01,2022-03-01,14541,CVX,0.6408341457690769,10.0
2022-04-01,2022-03-01,10516,ADM,0.5204268950568005,10.0
2022-04-01,2022-03-01,27828,HPQ,0.3450210428064471,10.0
2022-04-01,2022-03-01,34817,NUE,0.5209916390610401,10.0
2022-04-01,2022-03-01,93002,AVGO,0.315645927355533,10.0
2022-04-01,2022-03-01,87137,DVN,0.7271763506717828,10.0
2022-04-01,2022-03-01,64653,PSA,0.32852890343193647,10.0
2022-04-01,2022-03-01,32986,ATO,0.37332691015114494,10.0
2022-04-01,2022-03-01,16736,VST,0.38005882982936007,10.0
2022-04-01,2022-03-01,75034,BKR,0.4926039890504264,10.0
2022-04-01,2022-03-01,89269,CNC,0.35114743477511173,10.0
2022-05-01,2022-04-01,76744,VRTX,0.4774240910824677,10.0
2022-05-01,2022-04-01,89155,MKC,0.26213641003739097,10.0
2022-05-01,2022-04-01,89138,BG,0.23411852721448223,10.0
2022-05-01,2022-04-01,85269,VLO,0.47737731882495926,10.0
2022-05-01,2022-04-01,18224,AMR,1.504289365965295,10.0
2022-05-01,2022-04-01,64899,STZ,0.26342366444050835,10.0
2022-05-01,2022-04-01,21371,CAH,0.23636583112436138,10.0
2022-05-01,2022-04-01,13901,MO,0.3060014454068799,10.0
2022-05-01,2022-04-01,76082,CTRA,0.39942518062118626,10.0
2022-05-01,2022-04-01,90829,CF,0.7198643136721028,10.0
2022-05-01,2022-04-01,10516,ADM,0.40929742742154523,10.0
2022-05-01,2022-04-01,87137,DVN,0.5053970622901351,10.0
2022-05-01,2022-04-01,75825,EOG,0.32113793690991677,10.0
2022-05-01,2022-04-01,75034,BKR,0.25389844030176656,10.0
2022-05-01,2022-04-01,21776,EXC,0.2610320544311111,10.0
2022-05-01,2022-04-01,19393,BMY,0.30980439685787753,10.0
2022-05-01,2022-04-01,11404,ED,0.2543322844556844,10.0
2022-05-01,2022-04-01,21178,LMT,0.3197002888673776,10.0
2022-05-01,2022-04-01,21207,NEM,0.3721020942932102,10.0
2022-05-01,2022-04-01,13721,ABBV,0.3059039240613334,10.0
2022-05-01,2022-04-01,11850,XOM,0.35537775646286257,10.0
2022-05-01,2022-04-01,18592,CTVA,0.3444973958638821,10.0
2022-05-01,2022-04-01,86136,SRE,0.2842364357497554,10.0
2022-05-01,2022-04-01,14277,SLB,0.21841040297060935,10.0
2022-05-01,2022-04-01,20583,CHK,0.3225357719328037,10.0
2022-05-01,2022-04-01,52090,MKC,0.2629349764277319,10.0
2022-05-01,2022-04-01,84262,STLD,0.30842025595273453,10.0
2022-05-01,2022-04-01,59248,TAP,0.24638417135924226,10.0
2022-05-01,2022-04-01,24766,NOC,0.24024535852314977,10.0
2022-05-01,2022-04-01,13928,COP,0.29603197497302897,10.0
2022-05-01,2022-04-01,90386,MOS,0.5080623257482286,10.0
2022-05-01,2022-04-01,81540,ABC,0.24851069947931143,10.0
2022-05-01,2022-04-01,24328,EQT,1.00736728470583,10.0
2022-05-01,2022-04-01,12872,MPC,0.3452410943783656,10.0
2022-05-01,2022-04-01,32870,HRL,0.25064652571297125,10.0
2022-05-01,2022-04-01,32986,ATO,0.24787212863635724,10.0
2022-05-01,2022-04-01,14541,CVX,0.39894495984220885,10.0
2022-05-01,2022-04-01,34817,NUE,0.39704405917393626,10.0
2022-05-01,2022-04-01,38156,WMB,0.2557334763101133,10.0
2022-05-01,2022-04-01,34833,OXY,0.6472675916035873,10.0
2022-05-01,2022-04-01,27828,HPQ,0.2243425700950703,10.0
2022-05-01,2022-04-01,39490,APA,0.5725112585345047,10.0
2022-05-01,2022-04-01,81481,DLTR,0.5075183804103858,10.0
2022-05-01,2022-04-01,16600,HSY,0.29975169499394255,10.0
2022-05-01,2022-04-01,81061,MCK,0.4951507868614008,10.0
2022-05-01,2022-04-01,16678,KR,0.361226547323057,10.0
2022-05-01,2022-04-01,16736,VST,0.29635403241007824,10.0
2022-05-01,2022-04-01,12476,TRGP,0.3570957010453631,10.0
2022-05-01,2022-04-01,23819,HAL,0.4334025614405939,10.0
2022-05-01,2022-04-01,17743,WRB,0.2727921758733255,10.0
2022-06-01,2022-05-01,38156,WMB,0.423032061814156,10.0
2022-06-01,2022-05-01,16736,VST,0.346371075900277,10.0
2022-06-01,2022-05-01,90829,CF,0.643286707597635,10.0
2022-06-01,2022-05-01,85269,VLO,0.9739026836149192,10.0
2022-06-01,2022-05-01,39490,APA,0.8369381974656267,10.0
2022-06-01,2022-05-01,14008,AMGN,0.3124537671707415,10.0
2022-06-01,2022-05-01,20391,TPL,0.3012396608680462,10.0
2022-06-01,2022-05-01,14541,CVX,0.5770239470204672,10.0
2022-06-01,2022-05-01,32986,ATO,0.30385326944157576,10.0
2022-06-01,2022-05-01,87137,DVN,0.8471078113991595,10.0
2022-06-01,2022-05-01,87356,WWE,0.35903839912224333,10.0
2022-06-01,2022-05-01,34833,OXY,1.3436674052888953,10.0
2022-06-01,2022-05-01,89138,BG,0.3802978078148345,10.0
